leiden,Fibroblast,Endothelial cell,B/Plasma cell,T/NK cell,Macro/Mono/DC
0,0.0,0.0,1.0,0.6333333333333333,0.016666666666666666
1,0.0,0.0,0.7317073170731707,0.2682926829268293,0.07317073170731707
2,0.0,0.0,1.0,0.696969696969697,0.48484848484848486
3,0.0,0.0,0.8076923076923077,0.46153846153846156,0.038461538461538464
4,0.0,0.0,1.0,0.3,0.1
5,0.0,0.0,1.0,0.5333333333333333,0.0
6,0.0,0.0,1.0,0.9,0.5
7,0.0,0.0,0.5,0.3,0.0
